index,Date,HomeTeamId,AwayTeamId,HTR,FTR
5173,15/12/2018,322.0,402.0,H,H
5174,15/12/2018,349.0,75.0,D,H
5175,15/12/2018,1081.0,384.0,H,H
5176,15/12/2018,69.0,343.0,H,H
5177,15/12/2018,385.0,355.0,A,D
5178,15/12/2018,72.0,345.0,D,H
5179,17/12/2018,342.0,351.0,D,D
5180,22/12/2018,59.0,68.0,D,A
5181,22/12/2018,342.0,387.0,D,D
5182,22/12/2018,322.0,72.0,A,H
5183,22/12/2018,349.0,356.0,H,D
5184,22/12/2018,351.0,69.0,A,A
5185,22/12/2018,355.0,343.0,D,A
5186,22/12/2018,385.0,74.0,A,A
5187,22/12/2018,345.0,1081.0,D,H
5188,22/12/2018,70.0,384.0,D,H
5189,22/12/2018,75.0,332.0,A,A
5190,23/12/2018,58.0,341.0,H,A
5191,26/12/2018,332.0,70.0,H,H
5192,26/12/2018,387.0,402.0,H,D
5193,26/12/2018,341.0,59.0,H,H
5194,26/12/2018,343.0,345.0,A,A
5195,26/12/2018,384.0,355.0,H,H
5196,26/12/2018,68.0,351.0,A,D
5197,26/12/2018,1081.0,322.0,A,A
5198,26/12/2018,69.0,349.0,H,H
5199,26/12/2018,356.0,342.0,H,H
5200,26/12/2018,72.0,58.0,D,A
5201,26/12/2018,74.0,75.0,H,H
5202,29/12/2018,332.0,402.0,D,D
5203,29/12/2018,387.0,385.0,D,H
5204,29/12/2018,341.0,322.0,A,A
5205,29/12/2018,343.0,349.0,H,H
5206,29/12/2018,384.0,351.0,H,H
5207,29/12/2018,68.0,342.0,D,A
5208,29/12/2018,1081.0,58.0,A,D
5209,29/12/2018,69.0,355.0,D,D
5210,29/12/2018,356.0,59.0,D,H
5211,29/12/2018,72.0,75.0,A,D
5212,29/12/2018,74.0,345.0,A,D
5213,01/01/2019,58.0,69.0,D,D
5214,01/01/2019,59.0,74.0,D,H
5215,01/01/2019,402.0,68.0,H,D
5216,01/01/2019,342.0,343.0,H,D
5217,01/01/2019,349.0,384.0,H,A
5218,01/01/2019,351.0,341.0,H,H
5219,01/01/2019,355.0,72.0,A,A
5220,01/01/2019,385.0,1081.0,H,H
5221,01/01/2019,345.0,332.0,H,D
5222,01/01/2019,70.0,387.0,A,A
5223,01/01/2019,75.0,356.0,A,A
5224,11/01/2019,341.0,342.0,H,H
5225,12/01/2019,332.0,343.0,A,A
5226,12/01/2019,402.0,70.0,H,H
5227,12/01/2019,322.0,345.0,H,H
5228,12/01/2019,349.0,385.0,H,H
5229,12/01/2019,384.0,59.0,D,A
5230,12/01/2019,1081.0,72.0,D,D
5231,12/01/2019,355.0,351.0,H,H
5232,12/01/2019,356.0,69.0,H,H
5233,12/01/2019,74.0,68.0,H,D
5234,12/01/2019,75.0,58.0,H,H
5235,18/01/2019,68.0,332.0,H,H
5236,19/01/2019,58.0,322.0,A,D
5237,19/01/2019,59.0,349.0,D,H
5238,19/01/2019,342.0,355.0,H,H
5239,19/01/2019,343.0,384.0,A,D
5240,19/01/2019,351.0,387.0,D,A
5241,19/01/2019,69.0,1081.0,A,A
5242,19/01/2019,385.0,402.0,D,A
5243,19/01/2019,345.0,75.0,D,H
5244,19/01/2019,70.0,341.0,D,H
5245,19/01/2019,72.0,356.0,D,H
5246,26/01/2019,58.0,349.0,H,H
5247,26/01/2019,59.0,322.0,H,H
5248,26/01/2019,68.0,356.0,D,D
5249,26/01/2019,351.0,75.0,D,H
5250,26/01/2019,385.0,341.0,H,A
5251,26/01/2019,70.0,1081.0,A,A
5252,29/01/2019,72.0,332.0,D,D
5253,01/02/2019,1081.0,342.0,D,D
5254,02/02/2019,332.0,351.0,H,H
5255,02/02/2019,402.0,59.0,A,H
5256,02/02/2019,387.0,72.0,D,H
5257,02/02/2019,322.0,70.0,H,H
5258,02/02/2019,349.0,345.0,D,A
5259,02/02/2019,341.0,68.0,A,A
5260,02/02/2019,384.0,385.0,D,D
5261,02/02/2019,355.0,58.0,D,D
5262,02/02/2019,74.0,343.0,D,A
5263,02/02/2019,75.0,69.0,H,H
5264,08/02/2019,58.0,356.0,A,D
5265,09/02/2019,59.0,387.0,D,A
5266,09/02/2019,342.0,322.0,H,H
5267,09/02/2019,343.0,341.0,D,D
5268,09/02/2019,351.0,402.0,H,H
5269,09/02/2019,69.0,332.0,A,A
5270,09/02/2019,385.0,75.0,D,D
5271,09/02/2019,345.0,355.0,D,D
5272,09/02/2019,70.0,74.0,A,A
5273,09/02/2019,72.0,384.0,H,H
5274,10/02/2019,68.0,349.0,H,H
5275,12/02/2019,387.0,69.0,A,H
5276,12/02/2019,322.0,385.0,H,D
5277,12/02/2019,384.0,345.0,D,D
5278,12/02/2019,74.0,351.0,A,D
5279,13/02/2019,402.0,58.0,D,H
5280,13/02/2019,349.0,342.0,A,D
5281,13/02/2019,341.0,72.0,H,H
5282,13/02/2019,1081.0,68.0,H,H
5283,13/02/2019,355.0,59.0,H,H
5284,13/02/2019,356.0,343.0,D,H
5285,13/02/2019,75.0,70.0,D,D
5286,16/02/2019,58.0,74.0,A,A
5287,16/02/2019,349.0,70.0,A,D
5288,16/02/2019,1081.0,351.0,D,D
5289,16/02/2019,385.0,345.0,D,D
5290,16/02/2019,356.0,355.0,H,H
5291,17/02/2019,59.0,343.0,A,A
5292,19/02/2019,69.0,74.0,D,A
5293,20/02/2019,342.0,384.0,D,A
5294,23/02/2019,332.0,59.0,H,D
5295,23/02/2019,402.0,322.0,H,H
5296,23/02/2019,343.0,69.0,H,H
5297,23/02/2019,384.0,1081.0,A,A
5298,23/02/2019,68.0,387.0,A,H
5299,23/02/2019,355.0,385.0,H,D
5300,23/02/2019,345.0,72.0,H,H
5301,23/02/2019,70.0,58.0,H,D
5302,23/02/2019,74.0,356.0,A,A
5303,23/02/2019,75.0,349.0,A,D
5304,25/02/2019,351.0,342.0,H,H
5305,26/02/2019,387.0,332.0,A,A
5306,26/02/2019,322.0,384.0,H,H
5307,26/02/2019,69.0,341.0,D,H
5308,26/02/2019,345.0,402.0,H,H
5309,01/03/2019,341.0,74.0,H,H
5310,02/03/2019,58.0,342.0,H,H
5311,02/03/2019,402.0,69.0,D,H
5312,02/03/2019,322.0,332.0,H,H
5313,02/03/2019,349.0,355.0,A,A
5314,02/03/2019,384.0,68.0,D,A
5315,02/03/2019,1081.0,387.0,H,D
5316,02/03/2019,385.0,59.0,H,H
5317,02/03/2019,70.0,351.0,H,H
5318,02/03/2019,75.0,343.0,D,D
5319,04/03/2019,345.0,356.0,D,D
5320,05/03/2019,342.0,75.0,A,H
5321,08/03/2019,68.0,72.0,D,H
5322,09/03/2019,59.0,1081.0,A,A
5323,09/03/2019,387.0,341.0,A,A
5324,09/03/2019,342.0,345.0,H,D
5325,09/03/2019,343.0,402.0,H,A
5326,09/03/2019,351.0,322.0,D,H
5327,09/03/2019,69.0,70.0,D,D
5328,09/03/2019,355.0,75.0,D,H
5329,09/03/2019,356.0,385.0,H,H
5330,09/03/2019,74.0,349.0,H,D
5331,10/03/2019,332.0,58.0,D,A
5332,12/03/2019,59.0,75.0,H,H
5333,12/03/2019,387.0,349.0,H,D
5334,12/03/2019,355.0,341.0,A,A
5335,12/03/2019,356.0,402.0,H,H
5336,13/03/2019,332.0,384.0,A,A
5337,13/03/2019,342.0,70.0,D,D
5338,13/03/2019,343.0,1081.0,H,A
5339,13/03/2019,68.0,322.0,H,H
5340,13/03/2019,351.0,58.0,A,A
5341,13/03/2019,69.0,385.0,D,A
5342,13/03/2019,74.0,72.0,H,H
5343,16/03/2019,58.0,343.0,H,H
5344,16/03/2019,402.0,74.0,D,A
5345,16/03/2019,322.0,69.0,H,D
5346,16/03/2019,349.0,351.0,D,D
5347,16/03/2019,341.0,356.0,D,A
5348,16/03/2019,1081.0,332.0,D,H
5349,16/03/2019,385.0,68.0,A,A
5350,16/03/2019,345.0,59.0,H,H
5351,16/03/2019,70.0,355.0,D,D
5352,29/03/2019,74.0,332.0,A,H
5353,30/03/2019,58.0,59.0,H,H
5354,30/03/2019,342.0,385.0,H,H
5355,30/03/2019,349.0,322.0,A,A
5356,30/03/2019,341.0,384.0,D,H
5357,30/03/2019,343.0,68.0,D,A
5358,30/03/2019,351.0,72.0,D,H
5359,30/03/2019,355.0,1081.0,H,H
5360,30/03/2019,356.0,387.0,D,A
5361,30/03/2019,70.0,345.0,D,D
5362,30/03/2019,75.0,402.0,D,D
5363,02/04/2019,343.0,387.0,A,A
5364,02/04/2019,72.0,402.0,H,H
5365,06/04/2019,332.0,341.0,H,H
5366,06/04/2019,59.0,70.0,A,A
5367,06/04/2019,402.0,342.0,D,D
5368,06/04/2019,387.0,75.0,A,D
5369,06/04/2019,322.0,355.0,A,H
5370,06/04/2019,384.0,74.0,H,H
5371,06/04/2019,68.0,69.0,H,H
5372,06/04/2019,1081.0,356.0,A,A
5373,06/04/2019,385.0,351.0,D,H
5374,06/04/2019,345.0,58.0,D,A
5375,06/04/2019,72.0,343.0,H,H
5376,09/04/2019,59.0,342.0,D,H
5377,09/04/2019,387.0,74.0,H,H
5378,09/04/2019,1081.0,341.0,D,A
5379,09/04/2019,345.0,351.0,D,H
5380,09/04/2019,72.0,70.0,H,H
5381,10/04/2019,332.0,356.0,D,D
5382,10/04/2019,402.0,349.0,H,H
5383,10/04/2019,322.0,75.0,A,H
5384,10/04/2019,384.0,69.0,D,D
5385,10/04/2019,68.0,355.0,A,D
5386,10/04/2019,385.0,58.0,H,A
5387,13/04/2019,58.0,387.0,D,H
5388,13/04/2019,349.0,332.0,A,D
5389,13/04/2019,341.0,345.0,D,H
5390,13/04/2019,343.0,322.0,H,H
5391,13/04/2019,351.0,59.0,A,A
5392,13/04/2019,69.0,72.0,H,H
5393,13/04/2019,355.0,402.0,H,H
5394,13/04/2019,356.0,384.0,D,D
5395,13/04/2019,70.0,385.0,H,D
5396,13/04/2019,74.0,1081.0,H,H
5397,14/04/2019,75.0,68.0,H,D
5398,19/04/2019,332.0,342.0,D,D
5399,19/04/2019,387.0,355.0,D,D
5400,19/04/2019,341.0,75.0,D,A
5401,19/04/2019,343.0,70.0,H,H
5402,19/04/2019,384.0,402.0,D,D
5403,19/04/2019,68.0,345.0,D,D
5404,19/04/2019,1081.0,349.0,H,H
5405,19/04/2019,69.0,59.0,A,A
5406,19/04/2019,356.0,351.0,D,H
5407,19/04/2019,72.0,385.0,A,H
5408,19/04/2019,74.0,322.0,H,H
5409,22/04/2019,58.0,384.0,H,H
5410,22/04/2019,402.0,341.0,H,H
5411,22/04/2019,342.0,69.0,D,H
5412,22/04/2019,322.0,356.0,A,A
5413,22/04/2019,349.0,72.0,D,A
5414,22/04/2019,351.0,343.0,H,H
5415,22/04/2019,355.0,74.0,D,D
5416,22/04/2019,385.0,332.0,H,A
5417,22/04/2019,345.0,387.0,H,H
5418,22/04/2019,70.0,68.0,A,D
5419,22/04/2019,75.0,1081.0,H,H
5420,27/04/2019,332.0,75.0,D,D
5421,27/04/2019,387.0,342.0,A,A
5422,27/04/2019,343.0,355.0,H,H
5423,27/04/2019,384.0,70.0,D,D
5424,27/04/2019,68.0,59.0,H,H
5425,27/04/2019,1081.0,345.0,H,D
5426,27/04/2019,69.0,351.0,D,A
5427,27/04/2019,356.0,349.0,H,H
5428,27/04/2019,72.0,322.0,H,D
5429,27/04/2019,74.0,385.0,D,H
5430,28/04/2019,341.0,58.0,D,D
5431,30/04/2019,384.0,387.0,H,A
5432,01/05/2019,72.0,342.0,A,D
5433,05/05/2019,58.0,68.0,D,A
5434,05/05/2019,59.0,72.0,A,D
5435,05/05/2019,402.0,1081.0,H,H
5436,05/05/2019,342.0,74.0,H,H
5437,05/05/2019,322.0,387.0,D,D
5438,05/05/2019,349.0,341.0,D,H
5439,05/05/2019,355.0,332.0,D,D
5440,05/05/2019,385.0,343.0,A,A
5441,05/05/2019,345.0,69.0,A,A
5442,05/05/2019,70.0,356.0,H,D
5443,05/05/2019,75.0,384.0,H,H
5444,11/08/2017,57.0,338.0,D,H
5445,12/08/2017,397.0,65.0,D,A
5446,12/08/2017,61.0,328.0,A,A
5447,12/08/2017,354.0,394.0,A,A
5448,12/08/2017,62.0,70.0,H,H
5449,12/08/2017,340.0,72.0,D,D
5450,12/08/2017,346.0,64.0,H,D
5451,12/08/2017,74.0,1044.0,H,H
5452,13/08/2017,66.0,563.0,H,H
5453,13/08/2017,67.0,73.0,D,A
5454,19/08/2017,1044.0,346.0,D,A
5455,19/08/2017,328.0,74.0,D,A
5456,19/08/2017,338.0,397.0,H,H
5457,19/08/2017,64.0,354.0,D,H
5458,19/08/2017,340.0,563.0,H,H
5459,19/08/2017,70.0,57.0,D,H
5460,19/08/2017,72.0,66.0,A,A
5461,20/08/2017,394.0,67.0,D,H
5462,20/08/2017,73.0,61.0,A,A
5463,21/08/2017,65.0,62.0,A,D
5464,26/08/2017,1044.0,65.0,D,A
5465,26/08/2017,354.0,72.0,A,A
5466,26/08/2017,394.0,340.0,D,D
5467,26/08/2017,66.0,338.0,D,H
5468,26/08/2017,67.0,563.0,H,H
5469,26/08/2017,346.0,397.0,D,D
5470,27/08/2017,61.0,62.0,H,H
5471,27/08/2017,64.0,57.0,H,H
5472,27/08/2017,73.0,328.0,D,D
5473,27/08/2017,74.0,70.0,D,D
5474,09/09/2017,57.0,1044.0,H,H
5475,09/09/2017,397.0,74.0,H,H
5476,09/09/2017,62.0,73.0,A,A
5477,09/09/2017,338.0,61.0,A,A
5478,09/09/2017,65.0,64.0,H,H
5479,09/09/2017,340.0,346.0,A,A
5480,09/09/2017,70.0,66.0,D,D
5481,10/09/2017,328.0,354.0,H,H
5482,10/09/2017,72.0,67.0,D,A
5483,11/09/2017,563.0,394.0,D,H
5484,15/09/2017,1044.0,397.0,D,H
5485,16/09/2017,354.0,340.0,A,A
5486,16/09/2017,394.0,338.0,D,D
5487,16/09/2017,64.0,328.0,D,D
5488,16/09/2017,67.0,70.0,H,H
5489,16/09/2017,73.0,72.0,D,D
5490,16/09/2017,346.0,65.0,A,A
5491,16/09/2017,74.0,563.0,D,D
5492,17/09/2017,61.0,57.0,D,D
5493,17/09/2017,66.0,62.0,H,H
5494,23/09/2017,328.0,394.0,D,D
5495,23/09/2017,62.0,1044.0,D,H
5496,23/09/2017,338.0,64.0,A,A
5497,23/09/2017,65.0,354.0,H,H
5498,23/09/2017,340.0,66.0,A,A
5499,23/09/2017,70.0,61.0,A,A
5500,23/09/2017,72.0,346.0,A,A
5501,23/09/2017,563.0,73.0,A,A
5502,24/09/2017,397.0,67.0,D,H
5503,25/09/2017,57.0,74.0,H,H
5504,30/09/2017,1044.0,338.0,D,D
5505,30/09/2017,61.0,65.0,D,A
5506,30/09/2017,394.0,73.0,A,A
5507,30/09/2017,66.0,354.0,H,H
5508,30/09/2017,70.0,340.0,H,H
5509,30/09/2017,74.0,346.0,H,D
5510,30/09/2017,563.0,72.0,D,H
5511,01/10/2017,57.0,397.0,H,H
5512,01/10/2017,62.0,328.0,A,A
5513,01/10/2017,67.0,64.0,D,D
5514,14/10/2017,328.0,563.0,A,D
5515,14/10/2017,354.0,61.0,H,H
5516,14/10/2017,64.0,66.0,D,D
5517,14/10/2017,65.0,70.0,H,H
5518,14/10/2017,72.0,394.0,H,H
5519,14/10/2017,73.0,1044.0,D,H
5520,14/10/2017,346.0,57.0,A,H
5521,15/10/2017,397.0,62.0,D,D
5522,15/10/2017,340.0,67.0,A,D
5523,16/10/2017,338.0,74.0,D,D
5524,20/10/2017,563.0,397.0,A,A
5525,21/10/2017,61.0,346.0,D,H
5526,21/10/2017,394.0,66.0,H,H
5527,21/10/2017,65.0,328.0,H,H
5528,21/10/2017,67.0,354.0,D,H
5529,21/10/2017,340.0,74.0,D,H
5530,21/10/2017,70.0,1044.0,A,A
5531,21/10/2017,72.0,338.0,A,A
5532,22/10/2017,62.0,57.0,D,A
5533,22/10/2017,73.0,64.0,H,H
5534,28/10/2017,57.0,72.0,A,H
5535,28/10/2017,1044.0,61.0,D,A
5536,28/10/2017,354.0,563.0,A,D
5537,28/10/2017,64.0,394.0,D,H
5538,28/10/2017,66.0,73.0,D,H
5539,28/10/2017,346.0,70.0,A,A
5540,28/10/2017,74.0,65.0,A,A
5541,29/10/2017,397.0,340.0,A,D
5542,29/10/2017,338.0,62.0,H,H
5543,30/10/2017,328.0,67.0,D,H
5544,04/11/2017,394.0,74.0,H,H
5545,04/11/2017,67.0,1044.0,D,A
5546,04/11/2017,340.0,328.0,D,A
5547,04/11/2017,70.0,338.0,D,D
5548,04/11/2017,72.0,397.0,A,A
5549,04/11/2017,563.0,64.0,A,A
5550,05/11/2017,61.0,66.0,D,H
5551,05/11/2017,62.0,346.0,D,H
5552,05/11/2017,65.0,57.0,H,H
5553,05/11/2017,73.0,354.0,D,H
5554,18/11/2017,57.0,73.0,H,H
5555,18/11/2017,1044.0,394.0,H,H
5556,18/11/2017,328.0,72.0,H,H
5557,18/11/2017,354.0,62.0,D,D
5558,18/11/2017,338.0,65.0,A,A
5559,18/11/2017,64.0,340.0,H,H
5560,18/11/2017,66.0,67.0,H,H
5561,18/11/2017,74.0,61.0,A,A
5562,19/11/2017,346.0,563.0,H,H
5563,20/11/2017,397.0,70.0,A,D
5564,24/11/2017,563.0,338.0,D,D
5565,25/11/2017,354.0,70.0,D,H
5566,25/11/2017,64.0,61.0,D,D
5567,25/11/2017,66.0,397.0,D,H
5568,25/11/2017,67.0,346.0,A,A
5569,25/11/2017,72.0,1044.0,D,D
5570,25/11/2017,73.0,74.0,A,D
5571,26/11/2017,328.0,57.0,D,A
5572,26/11/2017,394.0,65.0,H,A
5573,26/11/2017,340.0,62.0,D,H
5574,28/11/2017,397.0,354.0,D,D
5575,28/11/2017,338.0,73.0,H,H
5576,28/11/2017,346.0,66.0,A,A
5577,28/11/2017,74.0,67.0,H,D
5578,29/11/2017,57.0,394.0,H,H
5579,29/11/2017,1044.0,328.0,A,A
5580,29/11/2017,61.0,72.0,D,H
5581,29/11/2017,62.0,563.0,H,H
5582,29/11/2017,65.0,340.0,D,H
5583,29/11/2017,70.0,64.0,A,A
5584,02/12/2017,57.0,66.0,A,A
5585,02/12/2017,397.0,64.0,A,A
5586,02/12/2017,61.0,67.0,H,H
5587,02/12/2017,62.0,394.0,D,H
5588,02/12/2017,338.0,328.0,H,H
5589,02/12/2017,70.0,72.0,H,H
5590,02/12/2017,346.0,73.0,D,D
5591,02/12/2017,74.0,354.0,D,D
5592,03/12/2017,1044.0,340.0,H,D
5593,03/12/2017,65.0,563.0,A,H
5594,09/12/2017,328.0,346.0,H,H
5595,09/12/2017,354.0,1044.0,D,D
5596,09/12/2017,394.0,397.0,H,H
5597,09/12/2017,67.0,338.0,D,A
5598,09/12/2017,72.0,74.0,D,H
5599,09/12/2017,73.0,70.0,H,H
5600,09/12/2017,563.0,61.0,H,H
5601,10/12/2017,64.0,62.0,H,D
5602,10/12/2017,66.0,65.0,D,A
5603,10/12/2017,340.0,57.0,H,D
5604,12/12/2017,328.0,70.0,D,H
5605,12/12/2017,354.0,346.0,A,H
5606,12/12/2017,394.0,61.0,A,A
5607,13/12/2017,64.0,74.0,D,D
5608,13/12/2017,66.0,1044.0,H,H
5609,13/12/2017,67.0,62.0,A,A
5610,13/12/2017,340.0,338.0,A,A
5611,13/12/2017,72.0,65.0,A,A
5612,13/12/2017,73.0,397.0,H,H
5613,13/12/2017,563.0,57.0,D,D
5614,16/12/2017,57.0,67.0,H,H
5615,16/12/2017,397.0,328.0,D,D
5616,16/12/2017,61.0,340.0,H,H
5617,16/12/2017,338.0,354.0,A,A
5618,16/12/2017,65.0,73.0,H,H
5619,16/12/2017,70.0,563.0,A,A
5620,16/12/2017,346.0,394.0,A,A
5621,17/12/2017,1044.0,64.0,A,A
5622,17/12/2017,74.0,66.0,A,A
5623,18/12/2017,62.0,72.0,D,H
5624,22/12/2017,57.0,64.0,A,D
5625,23/12/2017,397.0,346.0,D,H
5626,23/12/2017,328.0,73.0,A,A
5627,23/12/2017,62.0,61.0,D,D
5628,23/12/2017,338.0,66.0,D,D
5629,23/12/2017,65.0,1044.0,H,H
5630,23/12/2017,340.0,394.0,H,D
5631,23/12/2017,70.0,74.0,H,H
5632,23/12/2017,72.0,354.0,D,D
5633,23/12/2017,563.0,67.0,D,A
5634,26/12/2017,1044.0,563.0,D,D
5635,26/12/2017,61.0,397.0,D,H
5636,26/12/2017,394.0,70.0,H,D
5637,26/12/2017,64.0,72.0,H,H
5638,26/12/2017,66.0,328.0,A,D
5639,26/12/2017,73.0,340.0,H,H
5640,26/12/2017,346.0,338.0,D,H
5641,26/12/2017,74.0,62.0,D,D
5642,27/12/2017,67.0,65.0,A,A
5643,28/12/2017,354.0,57.0,A,A
5644,30/12/2017,1044.0,62.0,H,H
5645,30/12/2017,61.0,70.0,H,H
5646,30/12/2017,394.0,328.0,D,D
5647,30/12/2017,64.0,338.0,A,H
5648,30/12/2017,66.0,340.0,D,D
5649,30/12/2017,67.0,397.0,D,D
5650,30/12/2017,346.0,72.0,H,A
5651,31/12/2017,354.0,65.0,D,D
5652,31/12/2017,74.0,57.0,D,D
5653,01/01/2018,397.0,1044.0,D,D
5654,01/01/2018,328.0,64.0,D,A
5655,01/01/2018,62.0,66.0,D,A
5656,01/01/2018,338.0,394.0,D,H
5657,01/01/2018,70.0,67.0,D,A
5658,02/01/2018,65.0,346.0,H,H
5659,02/01/2018,340.0,354.0,H,A
5660,02/01/2018,72.0,73.0,A,A
5661,02/01/2018,563.0,74.0,A,H
5662,03/01/2018,57.0,61.0,D,D
5663,04/01/2018,73.0,563.0,D,D
5664,13/01/2018,61.0,338.0,D,D
5665,13/01/2018,354.0,328.0,H,H
5666,13/01/2018,394.0,563.0,D,A
5667,13/01/2018,67.0,72.0,D,D
5668,13/01/2018,73.0,62.0,H,H
5669,13/01/2018,346.0,340.0,A,D
5670,13/01/2018,74.0,397.0,H,H
5671,14/01/2018,1044.0,57.0,D,H
5672,14/01/2018,64.0,65.0,D,H
5673,15/01/2018,66.0,70.0,H,H
5674,20/01/2018,57.0,354.0,H,H
5675,20/01/2018,397.0,61.0,A,A
5676,20/01/2018,328.0,66.0,D,A
5677,20/01/2018,62.0,74.0,A,D
5678,20/01/2018,338.0,346.0,H,H
5679,20/01/2018,65.0,67.0,H,H
5680,20/01/2018,70.0,394.0,D,H
5681,20/01/2018,563.0,1044.0,D,D
5682,21/01/2018,340.0,73.0,D,D
5683,22/01/2018,72.0,64.0,H,H
5684,30/01/2018,394.0,64.0,A,A
5685,30/01/2018,72.0,57.0,D,H
5686,30/01/2018,563.0,354.0,D,D
5687,31/01/2018,61.0,1044.0,D,A
5688,31/01/2018,62.0,338.0,H,H
5689,31/01/2018,65.0,74.0,H,H
5690,31/01/2018,67.0,328.0,D,D
5691,31/01/2018,340.0,397.0,A,D
5692,31/01/2018,70.0,346.0,D,D
5693,31/01/2018,73.0,66.0,H,H
5694,03/02/2018,57.0,62.0,H,H
5695,03/02/2018,1044.0,70.0,A,H
5696,03/02/2018,397.0,563.0,D,H
5697,03/02/2018,328.0,65.0,A,D
5698,03/02/2018,338.0,72.0,H,D
5699,03/02/2018,66.0,394.0,D,H
5700,03/02/2018,74.0,340.0,A,A
5701,04/02/2018,354.0,67.0,A,D
5702,04/02/2018,64.0,73.0,H,D
5703,05/02/2018,346.0,61.0,H,H
5704,10/02/2018,62.0,354.0,D,H
5705,10/02/2018,65.0,338.0,D,H
5706,10/02/2018,70.0,397.0,A,D
5707,10/02/2018,72.0,328.0,D,H
5708,10/02/2018,73.0,57.0,D,H
5709,10/02/2018,563.0,346.0,H,H
5710,11/02/2018,394.0,1044.0,H,H
5711,11/02/2018,67.0,66.0,D,H
5712,11/02/2018,340.0,64.0,A,A
5713,12/02/2018,61.0,74.0,H,H
5714,24/02/2018,1044.0,67.0,A,D
5715,24/02/2018,397.0,72.0,H,H
5716,24/02/2018,328.0,340.0,D,D
5717,24/02/2018,338.0,70.0,A,D
5718,24/02/2018,64.0,563.0,H,H
5719,24/02/2018,346.0,62.0,D,H
5720,24/02/2018,74.0,394.0,D,A
5721,25/02/2018,354.0,73.0,D,A
5722,25/02/2018,66.0,61.0,D,H
5723,01/03/2018,57.0,65.0,A,A
5724,03/03/2018,328.0,62.0,A,H
5725,03/03/2018,338.0,1044.0,A,D
5726,03/03/2018,64.0,67.0,H,H
5727,03/03/2018,340.0,70.0,D,D
5728,03/03/2018,72.0,563.0,H,H
5729,03/03/2018,73.0,394.0,H,H
5730,03/03/2018,346.0,74.0,D,H
5731,04/03/2018,397.0,57.0,H,H
5732,04/03/2018,65.0,61.0,D,H
5733,05/03/2018,354.0,66.0,H,A
5734,10/03/2018,61.0,354.0,H,H
5735,10/03/2018,62.0,397.0,D,H
5736,10/03/2018,394.0,72.0,D,D
5737,10/03/2018,66.0,64.0,H,H
5738,10/03/2018,67.0,340.0,H,H
5739,10/03/2018,74.0,338.0,D,A
5740,10/03/2018,563.0,328.0,D,A
5741,11/03/2018,57.0,346.0,H,H
5742,11/03/2018,1044.0,73.0,D,A
5743,12/03/2018,70.0,65.0,A,A
5744,17/03/2018,1044.0,74.0,D,H
5745,17/03/2018,394.0,354.0,A,A
5746,17/03/2018,64.0,346.0,H,H
5747,17/03/2018,70.0,62.0,D,A
5748,31/03/2018,397.0,338.0,D,A
5749,31/03/2018,354.0,64.0,H,A
5750,31/03/2018,62.0,65.0,A,A
5751,31/03/2018,66.0,72.0,H,H
5752,31/03/2018,67.0,394.0,D,H
5753,31/03/2018,346.0,1044.0,D,D
5754,31/03/2018,74.0,328.0,A,A
5755,31/03/2018,563.0,340.0,H,H
5756,01/04/2018,57.0,70.0,D,H
5757,01/04/2018,61.0,73.0,D,A
5758,07/04/2018,1044.0,354.0,D,D
5759,07/04/2018,397.0,394.0,D,D
5760,07/04/2018,62.0,64.0,D,D
5761,07/04/2018,338.0,67.0,A,A
5762,07/04/2018,65.0,66.0,H,A
5763,07/04/2018,70.0,73.0,D,A
5764,07/04/2018,346.0,328.0,D,A
5765,07/04/2018,74.0,72.0,D,D
5766,08/04/2018,57.0,340.0,H,H
5767,08/04/2018,61.0,563.0,H,D
5768,14/04/2018,328.0,338.0,H,H
5769,14/04/2018,354.0,397.0,H,H
5770,14/04/2018,394.0,346.0,D,H
5771,14/04/2018,64.0,1044.0,H,H
5772,14/04/2018,340.0,61.0,H,A
5773,14/04/2018,72.0,62.0,A,D
5774,14/04/2018,73.0,65.0,A,A
5775,15/04/2018,66.0,74.0,D,A
5776,15/04/2018,67.0,57.0,D,H
5777,16/04/2018,563.0,70.0,D,D
5778,17/04/2018,397.0,73.0,D,D
5779,18/04/2018,1044.0,66.0,A,A
5780,19/04/2018,328.0,61.0,A,A
5781,19/04/2018,338.0,340.0,D,D
5782,21/04/2018,346.0,354.0,D,D
5783,21/04/2018,74.0,64.0,A,D
5784,22/04/2018,57.0,563.0,D,H
5785,22/04/2018,65.0,72.0,H,H
5786,22/04/2018,70.0,328.0,H,D
5787,23/04/2018,62.0,67.0,D,H
5788,28/04/2018,328.0,397.0,D,D
5789,28/04/2018,354.0,338.0,H,H
5790,28/04/2018,394.0,62.0,A,A
5791,28/04/2018,64.0,70.0,D,D
5792,28/04/2018,67.0,74.0,A,A
5793,28/04/2018,340.0,1044.0,D,H
5794,28/04/2018,72.0,61.0,A,A
5795,29/04/2018,66.0,57.0,H,H
5796,29/04/2018,563.0,65.0,A,A
5797,30/04/2018,73.0,346.0,H,H
5798,04/05/2018,397.0,66.0,D,H
5799,05/05/2018,1044.0,72.0,H,H
5800,05/05/2018,62.0,340.0,D,D
5801,05/05/2018,338.0,563.0,A,A
