id,day,month,year,weekday,hour,minute,matchday,leagueType,homeId,awayId,scoreHomeHt,scoreAwayHt,scoreHomeFt,scoreAwayFt,h2hHomeWins,h2hHomeLosses,h2hAwayWins,h2hAwayLosses,h2hDraws,h2hAvgGoals,target
441558.0,21.0,10.0,2023.0,6.0,18.0,0.0,9.0,0.0,1915.0,1911.0,0.0,1.0,1.0,1.0,1.0,-3.0,1.0,-1.0,1.0,2.8,1.0
285449.0,15.0,6.0,2021.0,2.0,19.0,0.0,1.0,1.0,773.0,759.0,1.0,0.0,1.0,0.0,2.0,-3.0,2.0,-2.0,0.0,4.2,0.5
442720.0,19.0,8.0,2023.0,6.0,19.0,0.0,2.0,0.0,511.0,524.0,0.0,0.0,1.0,1.0,1.0,-3.0,1.0,-1.0,1.0,3.2,1.0
330276.0,19.0,3.0,2022.0,6.0,16.0,0.0,29.0,0.0,546.0,541.0,2.0,1.0,3.0,1.0,5.0,0.0,5.0,-5.0,0.0,3.0,2.0
392014.0,14.0,4.0,2022.0,4.0,0.0,0.0,2.0,1.0,6667.0,3984.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,-1.0,1.0,2.0,1.0
436035.0,29.0,10.0,2023.0,7.0,14.0,0.0,10.0,0.0,58.0,389.0,1.0,0.0,3.0,1.0,3.0,-2.0,3.0,-3.0,0.0,3.6,2.0
442735.0,2.0,9.0,2023.0,6.0,19.0,0.0,4.0,0.0,548.0,546.0,2.0,0.0,3.0,0.0,2.0,-2.0,2.0,-2.0,1.0,4.0,1.5
415720.0,14.0,5.0,2023.0,7.0,14.0,45.0,32.0,0.0,675.0,718.0,2.0,0.0,3.0,0.0,5.0,0.0,5.0,-5.0,0.0,3.8,1.5
437118.0,8.0,3.0,2024.0,5.0,20.0,0.0,37.0,0.0,345.0,341.0,0.0,1.0,0.0,2.0,1.0,-2.0,1.0,-1.0,2.0,1.0,1.0
327838.0,19.0,2.0,2022.0,6.0,15.0,0.0,33.0,0.0,715.0,336.0,0.0,1.0,1.0,1.0,2.0,-1.0,2.0,-2.0,2.0,2.6,1.0
444412.0,16.0,12.0,2023.0,6.0,19.0,45.0,16.0,0.0,586.0,445.0,1.0,0.0,1.0,0.0,2.0,-1.0,2.0,-2.0,2.0,3.2,0.5
330192.0,14.0,5.0,2022.0,6.0,19.0,0.0,37.0,0.0,529.0,516.0,2.0,0.0,2.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.8,1.0
328141.0,18.0,9.0,2021.0,6.0,14.0,0.0,8.0,0.0,1077.0,332.0,2.0,0.0,3.0,0.0,1.0,-1.0,1.0,-1.0,1.0,4.666666666666667,1.5
416893.0,3.0,6.0,2023.0,6.0,19.0,0.0,38.0,0.0,522.0,523.0,3.0,1.0,3.0,1.0,1.0,-2.0,1.0,-1.0,2.0,1.8,2.0
328009.0,24.0,11.0,2021.0,3.0,19.0,45.0,19.0,0.0,387.0,70.0,1.0,0.0,1.0,0.0,2.0,-3.0,2.0,-2.0,0.0,3.2,0.5
328085.0,19.0,10.0,2021.0,2.0,18.0,45.0,13.0,0.0,356.0,384.0,1.0,1.0,1.0,2.0,2.0,-3.0,2.0,-2.0,0.0,2.6,1.5
422196.0,7.0,4.0,2023.0,5.0,14.0,0.0,40.0,0.0,59.0,68.0,0.0,1.0,0.0,2.0,3.0,-1.0,3.0,-3.0,1.0,2.2,1.0
416999.0,11.0,3.0,2023.0,6.0,20.0,0.0,27.0,0.0,512.0,524.0,1.0,1.0,1.0,2.0,0.0,-4.0,0.0,0.0,1.0,3.0,1.5
326987.0,22.0,5.0,2022.0,7.0,15.0,0.0,38.0,0.0,354.0,66.0,1.0,0.0,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,2.6,0.5
330190.0,14.0,5.0,2022.0,6.0,19.0,0.0,37.0,0.0,576.0,541.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,4.0,1.0,0.5
418634.0,2.0,4.0,2023.0,7.0,13.0,0.0,28.0,0.0,488.0,455.0,0.0,1.0,1.0,1.0,2.0,-1.0,2.0,-2.0,2.0,2.6,1.0
327793.0,12.0,3.0,2022.0,6.0,15.0,0.0,37.0,0.0,351.0,355.0,1.0,0.0,4.0,0.0,1.0,-1.0,1.0,-1.0,3.0,2.4,2.0
329677.0,12.0,9.0,2021.0,7.0,15.0,30.0,4.0,0.0,36.0,9.0,0.0,2.0,1.0,3.0,1.0,-2.0,1.0,-1.0,2.0,2.8,2.0
442881.0,4.0,2.0,2024.0,7.0,19.0,45.0,20.0,0.0,523.0,516.0,1.0,0.0,1.0,0.0,2.0,-3.0,2.0,-2.0,0.0,2.2,0.5
329607.0,6.0,11.0,2021.0,6.0,14.0,30.0,11.0,0.0,5.0,17.0,1.0,0.0,2.0,1.0,3.0,-1.0,3.0,-3.0,1.0,3.2,1.5
422163.0,19.0,4.0,2023.0,3.0,18.0,45.0,43.0,0.0,69.0,68.0,1.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.0,3.0,1.6,1.0
327167.0,17.0,3.0,2022.0,4.0,19.0,45.0,20.0,0.0,62.0,67.0,0.0,0.0,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,2.4,0.5
325569.0,27.0,2.0,2022.0,7.0,11.0,15.0,24.0,0.0,679.0,1915.0,0.0,0.0,4.0,1.0,3.0,-1.0,3.0,-3.0,1.0,3.2,2.5
415892.0,6.0,11.0,2022.0,7.0,13.0,30.0,13.0,0.0,1919.0,675.0,0.0,2.0,0.0,2.0,1.0,-3.0,1.0,-1.0,1.0,2.4,1.0
333694.0,22.0,10.0,2021.0,5.0,16.0,35.0,9.0,0.0,586.0,107.0,2.0,0.0,3.0,2.0,2.0,-1.0,2.0,-2.0,2.0,1.4,2.5
442765.0,1.0,10.0,2023.0,7.0,13.0,0.0,7.0,0.0,511.0,545.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,-2.0,3.0,2.0,1.5
